Page url,Poster,Name,Organizer,Description,Category,Highlights,Refund Policy,Address,Price,Date & Time
https://www.eventbrite.ca/e/getting-started-with-vertex-ai-1-day-training-in-burlington-tickets-1979211530968?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171396639%2F2824010078961%2F1%2Foriginal.20251120-063130?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.493&fp-y=0.071&s=ede31d69a911870044398ad5036f04e9,Getting Started with Vertex AI: 1 Day Training in Burlington,"Regus ON, Burlington - North Service Road","Go from idea to production with Vertex AIïexplore model training, ML pipelines, and real-world generative AI applications.Group Discounts:Save 10% when registering 3 or more participantsSave 15% when registering 10 or more participantsDuration: 1 Full Day (9:00 AM ï 5:00 PM)
Delivery Mode: Classroom (In-Person)
Language: English
Credits: 8 PDUs / Training Hours
Certification: Course Completion Certificate
Refreshments: Lunch, beverages, and light snacks includedCourse OverviewThis Vertex AI course offers a deep dive into Google's unified platform for building and managing machine learning and generative AI models. Youïll explore the end-to-end ML lifecycleïfrom data preparation to model deploymentïusing AutoML and custom training options. Through hands-on projects, real-world examples, and expert guidance, youïll learn to accelerate AI development with scalable cloud solutions.Learning Objectives
By the end of this course, you will:Understand how to build and manage ML and generative AI models using Vertex AIPrepare and analyze datasets for training AI modelsChoose between AutoML and custom training options confidentlyDeploy production-ready ML systems with MLOps toolsLeverage generative AI to solve business-focused challengesTarget AudienceMachine learning practitionersData scientistsML engineersDevelopersBusiness teamsWhy is it Right Fit for You:Google's Vertex AI consolidates the full lifecycle of machine learning into one intuitive platformïand this course helps you unlock its full potential. Whether you're creating fast prototypes or scaling enterprise-grade AI systems, youïll gain the hands-on skills and practical insights needed to innovate efficiently. Our instructors provide cloud-native best practices that bridge the gap between development and production, enabling you to build AI solutions that deliver measurable business value.√É¬É√Ç¬É√É¬Ç√Ç¬Ç©2025 Catils. This content is protected by copyright law. Copy or Reproduction without permission is prohibited.Looking to empower your whole team with cloud AI skills?We offer in-house training sessions that are fully customizable to your industry, tech stack, and project needs. Want to train your data teams on lifelike generative AI or streamline your MLOps workflow? Let us tailor a hands-on program that accelerates innovation within your organization.√É¬É√Ç¬É√É¬Ç√Ç¬∞üìß Contact us today to schedule a customized in-house, face-to-face session: info@catils.com","Category: Business, Career",ages 18+,Refunds up to 7 days before event,"Regus ON, Burlington - North Service Road4145 North Service Road#2nd FloorPh No +1 469 666 9332 Burlington, ON L7L 6A3 Canada",CA$605.73 ,Mar 5th 9:00 am
https://www.eventbrite.ca/e/galaxy-hamilton-psychic-crystal-fair-tickets-1975076511012?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171478721%2F330255580027%2F1%2Foriginal.20251121-062923?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.052&fp-y=0.485&s=ae1614383386f2d936ea5018e71f1189,Galaxy - Hamilton Psychic & Crystal Fair,Courtyard by Marriott Hamilton,"Hamilton Psychic & Crystal Fair ï February 6-8 at Courtyard Mariott ï 1224 Upper James st - Fri: 2-10, Sat: 11-10, Sun: 11-6   Tickets $10Hamilton Psychic & Crystal Fair ï February 6-8 at Courtyard Mariott ï 1224 Upper James st - Fri: 2-10, Sat: 11-10, Sun: 11-6 Tickets $10(Good All Weekend ï Children 12 and under Free) ï Lots of Door Prizes. Some of Canadaïs Top Psychics, Mediums, Astrologers, New Frequency Energy Healing Tech, Aura Photography, Rune Reading, Healers. Tea Leaf and Palm Readers. Lots of beautiful crystals and hand made jewelry. GalaxyPsychicFairs.com","Category: Spirituality, Mysticism",In person,Refunds up to 1 day before event,"Courtyard by Marriott Hamilton1224 Upper James StreetHamilton, ON L9C 3B1 Canada",CA$13.54 ,Feb 6th 2:00 pm and 7th 11:00 am and 8th 11:00 am
https://www.eventbrite.com/e/epic-zombie-survival-scavenger-hunt-in-burlington-by-zombie-scavengers-tickets-1607920456369?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F994290813%2F2277379942693%2F1%2Foriginal.20250327-161303?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.630681818182&fp-y=0.449579831933&s=804178f044aa4be0bd18a0452fe128e5,Epic Zombie Survival Scavenger Hunt in Burlington by Zombie Scavengers,Zombie Scavengers - Zombie Survival Scavenger Hunt,"Join us for a fun zombie apocalypse survival scavenger hunt! Find items & complete missions in our scavenger hunt app to surviveReady to survive? Zombie Scavengers plunges participants into a high-stakes, app-powered scavenger hunt, transforming familiar Burlington city streets into a virtual, thrilling, post-apocalyptic battleground. Teams embark on a mission to survive by using their smartphone to navigate the city that is virtually turned into a post-apocalyptic wasteland. Teams must complete tricky challenges, solve riddles, and gather (take photos of) essential supplies to stave off the virtual undead horde roaming the city. Each mission the teams complete will earn them points on the appïs leaderboard where they can see how they have done compared to other surivival teams. Players must communicate and strategize as they work together to find essential items around the city that they need to survive. Zombie Scavengers is a dynamic and engaging activity that tests problem-solving skills, teamwork, and a healthy dose of survival instinct, making it a unique and memorable adventure through the streets of Burlington.  Looking for more info? Visit our website at zombiescavengers.com.   Zombie Scavengers is priced per team. You can have up to 10 players per team. Each ticket gives one team access to participate in Zombie Scavengers.  After ticket purchase, Zombie Scavengers requires a redemption made on the website. Redemption can be made at https://www.zombiescavengers.com/reservations  In addition to the Burlington scavenger hunt, Zombie Scavengers has over 400 locations all over North America. Participants can choose where theyïd like to participate when they redeem their ticket on the website. See locations at https://www.zombiescavengers.com/locations.  Locations include most major cities in the US & Canada.","Category: Travel & Outdoor, Other",all ages,Refunds up to 1 day before event,"426 Brant St426 Brant StreetBurlington, ON L7R 2E9 Canada",$23.11 ,"Feb 3,4 from 9:00 am or 10:00 am or 11:00 am or 12:00 pm or 1:00 pm or 2:00 pm or 3:00 pm"
https://www.eventbrite.ca/e/painting-class-workshop-art-drawing-painting-in-hamilton-ontario-tickets-877542111077?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F993585043%2F524461906351%2F1%2Foriginal.20250326-202046?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C1366%2C683&s=8deee37e6c50a962af303e44f9f0796d,Painting Class Workshop. Art Drawing Painting in Hamilton Ontario,York Art Studio,"Drawing and Painting Art Workshop in Hamilton. Watercolor, Acrylic, Oil, Pastel, Charcoal, Pen. Develop your Art skills.Painting Class or workshop for individuals or groups. Get ready to unleash your inner artist and explore your passion for drawing and painting. Learn all tips and techniques to make gorgeous paintings.
Suitable for all levelsAll material is supplied.Each workshop is for 2 hoursSuitable for special occasion, ongoing learning, regular painting, holiday gift, event,
Have lots of fun and learn at York Art Studio, a Studio and Gallery of experienced award winning Artist Pamela Dey with teaching experience in Toronto, Oakville and Hamilton.Contact information:email: pameladeypaintings@gmail.comwebsite: http://www.yorkartstudio.bigcartel.com
SMS 4379253701Instagram @pameladeyartCheck out reviews on Google Map Reviews for York Art Studio - Google Maps","Category: Hobbies, Drawing & Painting",In person,Refunds up to 7 days before event,"York Art Studio90 Pleasant AvenueHamilton, ON L9C 4M7 Canada",CA$95.00 ,Feb 7 from 2:00 pm or 7:00 pm and Feb 14 from 8:00pm
https://www.eventbrite.ca/e/airport-operations-service-coordination-1-day-course-in-burlington-tickets-1981089581267?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171396639%2F2824010078961%2F1%2Foriginal.20251120-063130?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.493&fp-y=0.071&s=ede31d69a911870044398ad5036f04e9,Airport Operations & Service Coordination ï 1 Day Course in Burlington,Catils_inc,"Understand airport operations, service coordination, grooming, aviation basics to manage airport activities professionally and efficiently.Group Discounts:Save 10% when registering 3 or more participantsSave 15% when registering 10 or more participantsDuration: 1 Full Day (9:00 AM ï 5:00 PM)
Delivery Mode: Classroom (In-Person)
Language: English
Credits: 8 PDUs / Training Hours
Certification: Course Completion Certificate
Refreshments: Lunch, beverages, and light snacks includedCourse OverviewThis course provides a practical understanding of how airport operations and service coordination work in real environments.
It explains core airport functions, coordination between departments, and service standards required for smooth operations.
The session also covers basic aviation awareness, professional grooming, and interview readiness for airport-facing roles.
Realistic airport scenarios are used to connect operational knowledge with service quality and professional conduct.Learning ObjectivesBy the end of this course, you will:ÉUnderstand core airport operations and service coordinationÉDevelop basic aviation awareness for airport environmentsÉImprove service quality and passenger handling skillsÉApply professional grooming and workplace conduct standardsÉStrengthen interview readiness for airport rolesÉHandle operational challenges with confidenceÉImprove career readiness in airport operationsTarget AudienceÉAirport operations staff and executivesÉGround handling and service coordination teamsÉAspiring airport professionalsÉAviation trainees and fresh graduatesÉCustomer service staff in airport environmentsÉProfessionals preparing for airport operations interviewsWhy is it right fit for you:This course focuses on practical airport operations, not just theory.
The trainer brings real-world exposure to airport environments and service coordination.
Operational concepts, aviation basics, grooming, and interview skills are explained in simple, job-relevant language.
The session delivers immediate clarity, confidence, and workplace readiness.√É¬É√Ç¬É√É¬Ç√Ç¬Ç©2025 Catils. This content is protected by copyright law. Copy or Reproduction without permission is prohibited.Want to train your entire team?
This course can be delivered as a customized in-house session for airports, ground handling companies, or aviation service providers.
Content can be tailored to specific airport roles, service standards, and operational procedures.
The training ensures consistent service quality, coordination, and professional conduct across teams.√É¬É√Ç¬É√É¬Ç√Ç¬∞üìß Contact us today to schedule a customized in-house, face-to-face session: info@catils.com","Category: Business, Career",ages 18+,Refunds up to 7 days before event,"Regus ON, Burlington - North Service Road4145 North Service Road#2nd FloorPh No +1 469 666 9332 Burlington, ON L7L 6A3 Canada",CA$559.16 ,Mar 9:00 am - 5:00 pm
https://www.eventbrite.ca/e/excel-for-advanced-statistical-modelling-1-day-session-in-burlington-tickets-1981296308594?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171396639%2F2824010078961%2F1%2Foriginal.20251120-063130?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.493&fp-y=0.071&s=ede31d69a911870044398ad5036f04e9,Excel for Advanced Statistical Modelling ï 1 Day Session in Burlington,Catils_inc,"Master advanced statistical analysis & modeling techniques using Excel to interpret data, identify patterns & support data-driven decisionsGroup Discounts:Save 10% when registering 3 or more participantsSave 15% when registering 10 or more participantsDuration: 1 Full Day (9:00 AM ï 5:00 PM)
Delivery Mode: Classroom (In-Person)
Language: English
Credits: 8 PDUs / Training Hours
Certification: Course Completion Certificate
Refreshments: Lunch, beverages, and light snacks includedCourse OverviewThis course focuses on using Microsoft Excel for advanced statistical analysis and modeling without requiring programming knowledge. It covers key statistical concepts, analytical tools, and modeling techniques that can be applied directly in business, research, and operational contexts. The session emphasizes practical understanding, interpretation of results, and building confidence in using Excel for complex data analysis within a single day.Learning ObjectivesBy the end of this course, you will:	Understand advanced statistical concepts used in data analysis	Apply statistical modeling techniques using Excel	Analyze relationships and trends within datasets	Interpret regression and hypothesis testing results	Build simple predictive and forecasting models	Improve data-driven decision-making confidence	Avoid common mistakes in statistical analysisTarget Audience	Business analysts	Finance and operations professionals	Researchers and analysts	Managers working with data	Professionals using Excel for reporting and analysis	Anyone seeking advanced analytical skills in ExcelWhy is it right fit for you:This course bridges the gap between statistics and practical Excel usage, making advanced analysis accessible without complex software or coding. The trainer brings hands-on experience in data analysis and business modeling, ensuring concepts are explained clearly and applied realistically. The course content is carefully structured to deliver maximum value within a single day.√É¬É√Ç¬É√É¬Ç√Ç¬Ç©2026 Catils. This content is protected by copyright law. Copy or Reproduction without permission is prohibited.Looking to upskill your workforce efficiently?
This program can be delivered as an in-house session customized to your organizationïs data, industry, and analytical needs. Examples and models can be aligned with real business scenarios for higher relevance. Flexible delivery options ensure learning outcomes match organizational goals.√É¬É√Ç¬É√É¬Ç√Ç¬∞üìß Contact us today to schedule a customized in-house, face-to-face session: info@catils.com","Category: Business, Career",ages 18+,Refunds up to 7 days before event,"Regus ON, Burlington - North Service Road4145 North Service Road#2nd FloorPh No +1 469 666 9332 Burlington, ON L7L 6A3 Canada",CA$559.16 ,Mar 31st 9:00 am - 5:00 pm
https://www.eventbrite.ca/e/soundbath-meditation-messages-tickets-1980157625763?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174382989%2F173404924696%2F1%2Foriginal.20260109-040445?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C120%2C1920%2C960&s=f75e5b1ba2b91acfe5654daa03f2d717,"Soundbath, Meditation & Messages",Energy Awaken,"Join Andrew from Energy Awaken for an evening of exploring planes of higher consciousness, channeling and messages and a Soundbath.Join Andrew from Energy Awaken for an evening of exploring planes of higher consciousness, channeling, messages and a soundbath.
The evening starts with introductions and a short meditation to establish sacred space. We will then perform a series of meditations each facilitating a deeper experience than the previous, culminating in verbal and energy channeling from high vibrational spirit. Andrew channels a group of high vibrational loving spirit that routinely comes in the same way; compassionately declaring ""You are light"" .
Andrew will share messages with participants and speak to the process of giving messages to encourage intuitive development.
Andrew will also lead a soundbath concentrating on a single chakra with participative toning. 
Appropriate for those new on their journey and experienced travellers alike.
$25 Recommended Contribution (Jar at the Door)
7-9 Circle","Category: Spirituality, Mysticism",In person,Refunds up to 7 days before event,"Energy Awaken529 Barton Street EastHamilton, ON L8L 2Y9 Canada",CA$27.96 ,Feb 3rd 7:00 pm - 9:00 pm
https://www.eventbrite.ca/e/belgian-chocolate-making-workshop-tickets-1978893646166?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173452932%2F34771446166%2F1%2Foriginal.20251223-145149?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C129%2C1000%2C500&s=e77c279924b93ff3d0fc82a0ecfc91a3,Belgian Chocolate Making Workshop,Chocolate Tales,"The Art of Belgian Chocolate MakingExperience the magic of authentic Belgian chocolate craftsmanship.In this indulgent hands-on workshop, youïll learn how to create rich, elegant chocolates using professional confectionery techniques - from crafting a slabbed affogato ganache to molding, piping, and dipping. Guided by our chocolatier, explore the precision and creativity that define fine Belgian chocolate making.Step into the world of European-style chocolate artistry.In this two-hour class, participants will discover how to make a velvety espresso-infused affogato ganache completely from scratch, master the art of tempering chocolate for shine and snap, and shape beautiful cocoa-bean bonbons.Youïll learn how to pour and set a slabbed ganache, cut it to perfection, then hand-dip and decorate your creations using professional techniques. The session concludes with molding and piping into cocoa beanïshaped shells - resulting in a delicious harmony of flavour, texture, and craftsmanship.What's includedParticipants will prepare and take home:Affogato Hand Dipped TrufflesLearn how to cut, handle, and dip each piece for a glossy finish.Cocoa Bean Belgian TrufflesUse professional molds to shape cocoa bean Belgian Truffles, pipe in your own freshly made custom flavoured ganache, and seal them with tempered chocolate for a stunning artisanal result.Hand-Dipping & Finishing TechniquesPractice the art of hand-dipping using tempered Belgian chocolate, creating elegant coatings with smooth, professional shine.Sweet Takeaways:Handcrafted affogato chocolates and cocoa bean bonbonsRecipe booklet with step-by-step instructionsChocolate Tales packaging materials","Category: Food & Drink, Food",In person,No refunds,"Chocolate Tales - Hamilton Chocolate Making Studio430 York BoulevardHamilton, ON L8R 3K8 Canada",CA$107.35 ,Feb 21st 11:00 am
https://www.eventbrite.ca/e/strategic-stakeholder-management-1-day-session-in-burlington-tickets-1981287690818?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171396639%2F2824010078961%2F1%2Foriginal.20251120-063130?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.493&fp-y=0.071&s=ede31d69a911870044398ad5036f04e9,Strategic Stakeholder Management ï 1 Day Session in Burlington,Catils_inc,"Learn how to manage stakeholder expectations, build strong relationships, and improve business outcomes through effective communication.Group Discounts:Save 10% when registering 3 or more participantsSave 15% when registering 10 or more participantsDuration: 1 Full Day (9:00 AM ï 5:00 PM)
Delivery Mode: Classroom (In-Person)
Language: English
Credits: 8 PDUs / Training Hours
Certification: Course Completion Certificate
Refreshments: Lunch, beverages, and light snacks includedCourse OverviewThis course explains how businesses can successfully manage relationships with key stakeholders such as customers, employees, management, partners, regulators, and investors.
It focuses on understanding stakeholder expectations, managing influence, and maintaining trust.
The session highlights practical methods to handle conflicts, communication challenges, and changing stakeholder needs.
Realistic business examples are used to connect stakeholder management concepts with everyday business situations.Learning ObjectivesBy the end of this course, you will:Understand the role of stakeholders in business successIdentify and prioritize key stakeholders effectivelyManage stakeholder expectations with clarityImprove communication with diverse stakeholder groupsHandle conflicts and resistance professionallyBuild long-term, trust-based stakeholder relationshipsReduce business risks through proactive stakeholder managementTarget AudienceBusiness owners and entrepreneursManagers and team leadersProject and program managersOperations and strategy professionalsClient-facing and relationship management rolesProfessionals involved in decision-making and coordinationWhy is it right fit for you:This course focuses on practical stakeholder management, not theory.
The trainer brings real-world experience in managing complex business relationships.
Concepts are explained in simple, easy-to-apply language with relatable examples.
The session provides tools that can be used immediately to improve stakeholder outcomes.√É¬É√Ç¬É√É¬Ç√Ç¬Ç©2026 Catils. This content is protected by copyright law. Copy or Reproduction without permission is prohibited.Want to train your entire team?
This course can be delivered as a customized in-house session tailored to your organizationïs stakeholder environment.
Content can be adapted to industry-specific stakeholders, projects, and challenges.
The session ensures consistent stakeholder management practices across teams and departments.√É¬É√Ç¬É√É¬Ç√Ç¬∞üìß Contact us today to schedule a customized in-house, face-to-face session: info@catils.com","Category: Business, Career","ages 18+,In person,Paid parking",Refunds up to 7 days before event,"Regus ON, Burlington - North Service Road4145 North Service Road#2nd FloorPh No +1 469 666 9332 Burlington, ON L7L 6A3 Canada",CA$559.16 ,Feb 20th 9:00 am
https://www.eventbrite.ca/e/entrepreneurship-start-up-basics-1-day-course-in-guelph-tickets-1968032108013?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170512479%2F2824010078961%2F1%2Foriginal.20251109-072504?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.505&fp-y=0.03&s=a79f50f9d9c7fa415ce63e5d3adeba55,Entrepreneurship Start-up Basics: 1 Day Course in Guelph,Catils_inc,"Master the essentials of launching and growing a successful start-up with hands-on tools, expert insights, and real-world strategies.Group Discounts: ï  Save 10% when registering 3 or more participants
 ï  Save 15% when registering 10 or more participantsDuration: 1 Full Day (9:00 AM ï 5:00 PM)
Delivery Mode: Classroom (In-Person)
Language: English
Credits: 8 PDUs / Training Hours
Certification: Course Completion Certificate
Refreshments: Lunch, beverages, and light snacks includedCourse OverviewEntrepreneurship Start-up Basics empowers you with the knowledge, mindset, and tools needed to build a successful business from the ground up. This course focuses on idea validation, business planning, funding strategies, and market positioning to help you navigate challenges in the start-up ecosystem. Through interactive discussions and practical exercises, you will learn how to turn your vision into a sustainable venture and gain confidence in making informed business decisions.Learning ObjectivesBy the end of this course, you will:Understand the core principles of entrepreneurship and business development.Learn how to evaluate and validate ideas for market fit.Gain insights into financial planning and resource management.Build confidence in developing and presenting a business plan.Discover practical ways to launch, grow, and sustain your start-up successfully.Target AudienceEntrepreneurs, professionalsWhy Is It the Right Fit for You:This course is ideal if you are looking to launch a new venture or strengthen your entrepreneurial mindset. Our expert trainers bring years of real-world start-up experience, offering you actionable insights and tested frameworks. The course combines strategic knowledge, interactive learning, and hands-on exercises, ensuring you gain practical skills that can be applied immediately. Whether youïre an aspiring founder or a professional exploring entrepreneurship, this training helps you build clarity, confidence, and capability to drive your business idea forward.√É¬É√Ç¬É√É¬Ç√Ç¬Ç©2025 Catils. This content is protected by copyright law. Copy or Reproduction without permission is prohibited.Want to develop entrepreneurial skills within your team?We offer in-house training programs tailored to your organizationïs goals and challenges. Our team can customize course modules, examples, and case studies to reflect your industry and business context. Whether youïre nurturing innovation or building an internal start-up culture, our in-house sessions ensure your team learns together and applies strategies that work for your specific needs.√É¬É√Ç¬É√É¬Ç√Ç¬∞üìß Contact us today to schedule a customized in-house, face-to-face session: info@catils.com","Category: Science & Tech, High Tech","ages 18+,In person,Paid parking",Refunds up to 7 days before event,"For more information on venue address, reach out to ""eventbrite@catils.com""Ph No +1 469 666 9332Guelph, ON L7P 0N4 Canada",CA$513.62 ,Feb 23rd 9:00 am - 5:00 pm
https://www.eventbrite.ca/e/last-minute-deal-get-curvy-on-pottery-wheel-for-couples-tickets-848582321567?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F549611659%2F82905912235%2F1%2Foriginal.20230706-133327?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C61%2C722%2C361&s=3a50306312be8c985c4e07619149d3d7,"Last minute deal - Get ""Curvy"" on Pottery Wheel for couples",Artventures,"Unique curves and designs are encouraged. You'll make cups, bowls, dishes and more! A perfect choice for beginners or intermediate students.The pottery wheel for couples offers a captivating and immersive experience for two individuals looking to explore the art of pottery and create unique curves and designs together. This specialized wheel workshop is designed to accommodate two participants, allowing them to engage in a shared creative journey.

Crafted with precision and durability, the pottery wheel provides a sturdy foundation for the couple to work on. Its smooth rotating surface responds to the gentle touch of their hands, encouraging a seamless interaction with the clay. The wheel's speed can be easily adjusted, catering to the preferences and skill levels of both individuals.

As the couple sits together or side by side, they are greeted by an array of high-quality clay, ready to be transformed into works of art. The couple's hands meet the malleable material, guiding it onto the spinning wheel. They begin to shape and mold the clay, discovering the sensual curves and lines that emerge under their fingertips.

The wheel allows for synchronized movements, as the couple's hands work in harmony, sharing the weight and pressure applied to the clay. They communicate, exchanging ideas and inspiration, as they explore various techniques and experiment with different pottery forms. Together, they embrace the beauty of imperfection, celebrating the uniqueness of each curve and design that emerges from their collaboration.

With skilled guidance or through their own intuition, the couple can create an assortment of pottery pieces, ranging from delicate vases to intricate bowls or even sculptural artworks. The wheel's versatile design allows them to incorporate their personal flair, adding decorative elements, textured patterns, or intricate carvings to their creations.

Throughout the pottery wheel experience, the couple becomes immersed in a world of creativity and self-expression. They discover the joy of working with their hands, feeling the clay come alive beneath their touch. The process becomes a metaphor for their relationship, as they learn to navigate the ebb and flow of collaboration, supporting and inspiring one another along the way.

In the end, the couple emerges with a collection of pottery pieces that serve as tangible reminders of their shared experience. Each creation tells a story of their journey, encapsulating their unique connection and the artistic exploration they embarked upon together. Whether they display their pottery in their home or gift them to loved ones, these handcrafted pieces become cherished symbols of their bond and the memories they created through their shared passion for pottery.O√É¬É√Ç¬É√É¬Ç√Ç¬Øªøptional- pieces can be painted and kiln fired once dry.",Category: Hobbies,In person,No refunds,"Artventures Lakeshore / Bronte2359 Lakeshore Rd. W.Oakville, ON L6L 1H4 Canada",CA$101.49 ,"Feb 2-12, 17-28 from 11:00 am or 1:30 pm or 4:00 pm or 6:30 pm"
https://www.eventbrite.ca/e/kids-art-party-pottery-wheel-clay-painting-hattoteshirtcanvas-tickets-1979644565185?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173928286%2F82905912235%2F1%2Foriginal.20260104-041225?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1000%2C500&s=f3e832fe63a5b3c412eae5f352fd017e,"Kid's art party-pottery wheel, clay,  painting (hat,tote,shirt,canvas)",Artventures,"10 themes - Barbie, KPOP, Hello Kitty, Mermaid, Axolotl,Narwhal, Puppies, Kitties, Unicorn, Rainbow.Activity choices: oven baked clay, paint a hat, pottery painting, wheel & handbuilding, canvas painting.Get ready for a burst of creativity and fun with our kids art party! Perfect for kids who love to express themselves through colors and imagination, this art-themed celebration promises to be a memorable experience filled with art, and joyous laughter.Party Schedule:Welcome and Introductions:Guests arrive and are greeted by our friendly party host.Brief introduction to the art activities planned.Main Art Activity:Guided art project based on the birthday child's interests (e.g., pottery wheel, painting canvases, oven baked clay, creating clay sculptures).All materials are provided, and kids can take their masterpieces home.Our professional art instructors offer tips and encouragement to ensure every child feels like an artist.Art Showcase:Kids present their artwork to the group in a mini ""art gallery"" setup.Photos with the birthday child and their artwork.Bring Cake and / or Food (Optional-additional charge)Book addional time if you'd like to bring and serve cake or foodExtras:Optional add-ons like standard, or themed decorations to enhance the party experience (additional charge).Customizable art projects to match the birthday theme or child's preferences (additional charge).
Make your child's party a colorful celebration of creativity and joy with our art party. It's a perfect way to let their imagination run wild and create lasting memories with friends!","Category: Hobbies, Anime & Comics",In person,No refunds,"Artventures Oakville Lakeshore/Bronte2359 Lakeshore Road WestOakville, ON L6L 1H4 Canada",CA$301.01 ,"Feb 2-12, 16-28 from 12:00 pm or 1:00 pm or 2:00 pm or 3:00 pm or 4:00 pm or 5:00 pm or 6:00 pm or 7:00 pm"
https://www.eventbrite.ca/e/simply-networking-burlington-tickets-1408066116659?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173919688%2F368742966963%2F1%2Foriginal.20260103-235534?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=f70ab5ffb3dce47e3b91284a2e73ac04,Simply Networking Burlington,This Great City Business Network,"Step into Simply Networking Burlington for an engaging evening of connection and opportunity at the Squires Gastro Pub !
4th Monday/moStep into Simply Networking Burlington for an engaging evening of connection and opportunity at the lively Williams Fresh Cafe!Date: 4th Monday of every Month, 2025
Time: 5:30 PM - 7:00 PM
Location: Squires Gastro Pub - 3537 Fairview Street in BurlingtonNestled on Fairview Street in Burlington, Squires Gastro Pub is a lively and inviting dining destination that blends the charm of a classic British pub with a contemporary gastropub twist. Since its evolution into a gastro pub in 2024, Squires has become a local favourite for great food, crafted drinks, and memorable moments.Why Attend Simply Networking Burlington?Meet local entrepreneurs and small business owners in a relaxed, engaging environmentShare your vision, swap business cards, and build relationships with new contactsDiscover potential collaborations and spark fresh ideas in a friendly settingRegister Today!  Just bring your enthusiasm and a stack of business cards, and get ready for a great evening of networking at one of Burlingtonïs favourite spot, with This Great City Network.","Category: Business, Other","all ages,In person,Free parking",Refunds up to 7 days before event,"Squires Gastro Pub3537 Fairview StreetBurlington, ON L7N 2R4 Canada",CA$11.98 ,Feb 23 from 5:30 pm - 7:30 pm
https://www.eventbrite.com/e/hands-on-beginner-photography-workshop-mississauga-on-tickets-1355402678899?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1023725773%2F2077679396173%2F1%2Foriginal.20250505-200224?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.384374589631&fp-y=0.511930122375&s=c24c3f1d8b49134d1d30e3eb06f524f5,"Hands-On Beginner Photography Workshop - Mississauga, ON",Learn Photography Canada,"Join us for a fun and interactive workshop where you'll learn the basics of photography hands-on!Welcome to the Hands-On Beginner Photography Workshop! Join us at the Royal Botanical Gardens for a fun-filled day of learning how to capture stunning images. Whether you're new to photography or just looking to improve your skills, this workshop is perfect for you. Our experienced instructors will guide you through the basics of camera settings, composition, and lighting. Get ready to unleash your creativity and take your photography to the next level! Don't miss out on this exciting opportunity to kickstart your photography journey. See you there!Want to learn more? Check out our website: Coaching That Clicks | Learn Photography Canada","Category: Hobbies, Photography","all ages,In person,Paid parking",Refunds up to 7 days before event,"Royal Botanical Gardens Canada680 Plains Road WestBurlington, ON L7T 4H4 Canada",CA$297.00 ,"Feb 7,21 from 10:00 am - 2:00 pm"
